Member Name,Username,No. Of Portfolios,ID Verification,Portfolio Verification,Location,Size (KB),Subscription
Mary Jenkins,jessicamartinez,3,Not verified,Verified,"Kimberlyport, South Dakota, Guadeloupe",2391.01,Basic
Gabrielle Miller,bergjennifer,2,Not verified,Verified,"East Amberville, Idaho, Argentina",2874.7,Standard
Donald Novak,walkerpatricia,4,Not verified,Not verified,"Saraside, Georgia, Belize",315.2,Advanced
Michael Lawrence,rgibson,4,Verified,Verified,"Brianton, New Mexico, Saint Pierre and Miquelon",392.05,Standard
Christopher Sexton,cookcathy,1,Verified,Not verified,"North Ryanfort, Maine, Ghana",4304.47,Premium
Timothy Martinez,lestercaleb,0,Not verified,Not verified,"Angelamouth, Rhode Island, Comoros",8628.59,Premium
Sandra Williams,qhoward,2,Not verified,Not verified,"Jamesshire, Kansas, France",5704.8,Basic
Kelly White,flowe,1,Not verified,Verified,"Boydborough, Texas, Bahrain",5662.22,Premium
Julia Huff,anna19,3,Not verified,Verified,"New Patrick, Oregon, Seychelles",8454.39,Premium
Sarah Barron,lpotter,0,Verified,Not verified,"West Williamfort, Wyoming, Luxembourg",9862.58,Premium
Ronnie Parker,joshua16,3,Not verified,Verified,"East Ritachester, Montana, Kyrgyz Republic",407.9,Premium
Matthew Rowe,katelyncasey,5,Not verified,Verified,"Harrisburgh, California, Nauru",5501.3,Premium
Regina Gomez,hallrobert,0,Not verified,Not verified,"Lake Michelle, Illinois, Congo",8266.41,Advanced
Robin Scott,brenda51,3,Verified,Not verified,"Bonniestad, Idaho, Costa Rica",5150.28,Premium
John Roberson,veronica87,0,Verified,Not verified,"Cassandraland, Wyoming, United States Minor Outlying Islands",7235.97,Standard
John Copeland,natalie96,0,Not verified,Verified,"Bryanttown, California, Palestinian Territory",4625.41,Premium
Patrick Newman,heatherharrington,2,Verified,Verified,"East Duaneland, Oregon, Ireland",9955.45,Advanced
James Reed,jane82,3,Not verified,Verified,"Calderonstad, Alaska, Nauru",5382.44,Advanced
Kyle Wiggins,lecynthia,2,Not verified,Not verified,"Port Jessicachester, Colorado, Cook Islands",1263.63,Basic
Erin White,stewartmichaela,4,Verified,Verified,"Warnerfort, Montana, Norway",9020.45,Standard
Keith Haley,zcampbell,2,Verified,Verified,"Tiffanybury, Wyoming, Brunei Darussalam",3014.45,Basic
Crystal Vaughn,tracy42,3,Not verified,Not verified,"Nortonborough, North Dakota, Kuwait",6223.29,Premium
Jonathon Goodwin,mendozaaaron,4,Not verified,Verified,"South Teresa, Iowa, Andorra",7141.07,Premium
Hannah Shields,jmiller,0,Verified,Verified,"Matthewburgh, Idaho, Gabon",5597.77,Standard
Curtis Shea,ann56,4,Verified,Not verified,"Port Johnborough, Wisconsin, Guyana",1965.69,Advanced
Debbie Collins,michael15,3,Verified,Not verified,"West Jason, North Dakota, British Indian Ocean Territory (Chagos Archipelago)",5379.9,Basic
Samuel Caldwell,garciarobyn,3,Verified,Not verified,"Cainhaven, Vermont, Madagascar",6621.36,Advanced
Carly Nelson,bradleyramsey,3,Verified,Verified,"West Codyport, Massachusetts, Slovakia (Slovak Republic)",6528.8,Premium
Julie Stewart,marshallpaul,2,Not verified,Verified,"New Donaldberg, Indiana, Chad",9035.36,Basic
Johnathan Brown,marcus33,2,Verified,Verified,"Stevenport, Missouri, Japan",6694.8,Advanced
Jennifer Roberts,judy87,4,Not verified,Verified,"Alexanderview, Wisconsin, Barbados",2530.87,Advanced
Pamela Clayton,alexis25,3,Not verified,Verified,"Andreafurt, Arizona, Zambia",6437.86,Premium
Amanda Malone,lopezelizabeth,5,Verified,Verified,"New Victoria, Maine, Colombia",8222.4,Standard
Christina Guzman,jared87,3,Verified,Not verified,"Joseside, Pennsylvania, Isle of Man",6006.75,Basic
Charles Olson,nicholas45,2,Not verified,Verified,"New Roy, Tennessee, South Africa",7827.12,Basic
Melissa Adams,wanghannah,5,Verified,Verified,"East Carolynville, Iowa, India",4037.96,Standard
Christopher Jackson,ashleyreyes,1,Not verified,Not verified,"Lake Elizabethhaven, Nevada, Bermuda",9748.51,Premium
Mark Reed,bhardin,4,Verified,Verified,"West Kimberly, Oregon, Romania",1017.84,Premium
Jennifer Weeks,jeremy24,4,Not verified,Not verified,"Gregorychester, Texas, Wallis and Futuna",7899.8,Advanced
Elizabeth Jones,davidgarcia,0,Verified,Not verified,"Rayhaven, Missouri, Cook Islands",6842.88,Basic
Nicholas Hardy,murphyricky,0,Verified,Verified,"Chelseaside, New York, Romania",927.19,Advanced
Brooke York,powelltimothy,5,Not verified,Verified,"New Jennifermouth, Maryland, Korea",6885.71,Advanced
Jennifer Reeves,jeffrey62,3,Verified,Not verified,"Danielstown, Massachusetts, Australia",8795.39,Basic
Jennifer Newman,catherinevelasquez,4,Verified,Not verified,"East Davidbury, Tennessee, Cape Verde",6165.83,Basic
Dr. Kevin Carter Jr.,collinschad,1,Not verified,Verified,"East Stephen, Nevada, Faroe Islands",8980.18,Basic
Eugene Thompson,ncolon,2,Not verified,Verified,"Jenniferborough, Minnesota, Western Sahara",5484.72,Premium
Matthew Ewing,lmorrison,5,Not verified,Not verified,"North Justin, West Virginia, Venezuela",1129.04,Standard
Mark Elliott,patricia78,4,Verified,Not verified,"Williamsborough, Minnesota, Mauritius",5418.76,Basic
Jessica Hurley,nlee,0,Not verified,Not verified,"Carterview, Vermont, Peru",9508.67,Premium
Kristy Castro,laurieboyle,5,Not verified,Verified,"East Miranda, Montana, Cook Islands",9680.1,Premium
Michael Collins,michaelwright,1,Not verified,Not verified,"South Kevin, Michigan, Libyan Arab Jamahiriya",4107.31,Standard
Mr. Brendan Jackson,howard27,4,Verified,Verified,"North Valeriebury, Connecticut, Nicaragua",9060.3,Advanced
Joshua Gordon,kyle54,4,Not verified,Not verified,"Kimtown, Iowa, Benin",1325.82,Basic
Daniel Alexander,iarnold,0,Not verified,Verified,"South Adrienne, Alaska, Egypt",4216.26,Basic
Jeffrey Torres,nchandler,0,Verified,Verified,"Maureenburgh, Wisconsin, French Southern Territories",5816.46,Premium
Emily Franklin,rachelblackburn,2,Not verified,Verified,"New Jamesmouth, Maine, United States Virgin Islands",622.07,Advanced
James Allen,williamchambers,5,Verified,Not verified,"Yolandaburgh, Tennessee, Guam",1148.3,Standard
Traci Powell,hreyes,2,Not verified,Not verified,"Pamelaview, Montana, San Marino",593.66,Advanced
Lauren Smith,ramoscaleb,3,Verified,Not verified,"Cynthiatown, Ohio, Croatia",578.64,Basic
Molly Daugherty,higginsangela,0,Not verified,Verified,"Port Bianca, South Dakota, Tuvalu",5997.1,Standard
Christopher Cannon,lesliesimpson,1,Not verified,Verified,"Tomburgh, Kansas, Iran",1284.72,Basic
Allison Montgomery,schwartzjeremy,5,Verified,Verified,"Salinashaven, Alaska, North Macedonia",2060.38,Standard
Melissa Harper,xirwin,0,Not verified,Not verified,"West Kellymouth, Alaska, Ethiopia",4135.18,Basic
Brandon Larsen II,matthewibarra,4,Not verified,Verified,"Dillonview, Nevada, Colombia",2301.66,Premium
Caroline Vance MD,fowlerrichard,3,Verified,Verified,"Kennedytown, Delaware, Singapore",3326.82,Standard
Melissa Long,jesse45,5,Verified,Not verified,"Lake Erin, Ohio, Luxembourg",7617.97,Standard
Michelle Gonzalez,brittany21,1,Not verified,Verified,"Brownside, Connecticut, Saint Vincent and the Grenadines",362.63,Basic
Angela Poole,sextonwillie,5,Not verified,Not verified,"Richardmouth, South Carolina, Yemen",8601.43,Advanced
Alexandra Price,charlesallison,5,Verified,Verified,"South Jenniferchester, Delaware, Tanzania",4578.43,Advanced
Shelby Taylor,kgeorge,2,Not verified,Verified,"Lake Jennifer, New York, Holy See (Vatican City State)",5474.07,Premium
Taylor Howe,ebond,4,Verified,Verified,"Seanville, Tennessee, Mongolia",9650,Standard
Carrie Gardner,bettyallen,4,Verified,Verified,"Lake Jamesstad, Kentucky, Madagascar",5508.31,Premium
Dr. Nicholas Vaughan PhD,kellylloyd,3,Not verified,Not verified,"North Maria, Maryland, Saint Martin",4282.9,Premium
Ralph Reynolds,pamelathomas,5,Not verified,Verified,"South Dominique, Louisiana, Yemen",3886.89,Basic
Edward Lee,rachelvega,1,Not verified,Not verified,"Nicholasville, Kansas, Saint Lucia",1293.55,Standard
Amanda Edwards,crystal89,4,Verified,Not verified,"Lopezmouth, Alabama, Central African Republic",9101.3,Basic
Elizabeth Buchanan,nicoleschmidt,4,Not verified,Not verified,"Lake Danielborough, Oregon, Papua New Guinea",1669.58,Advanced
Eugene Mcmillan,wolfegary,4,Verified,Verified,"Thomaston, Washington, Guyana",8345.82,Standard
Jordan Calhoun,ejackson,2,Verified,Verified,"West Lauren, Massachusetts, Liberia",6638.14,Basic
Dennis Koch,joannejohnson,0,Not verified,Not verified,"North Allison, Alaska, Sao Tome and Principe",4392.76,Advanced
Makayla Brock,pdillon,1,Not verified,Verified,"North Bradley, Florida, Chile",5144.28,Premium
Margaret Davies,nicole33,5,Verified,Not verified,"North Juanburgh, Michigan, Lao People's Democratic Republic",5762.79,Standard
Steven Vaughn,martinperry,3,Not verified,Verified,"East Wayne, North Carolina, North Macedonia",780.12,Basic
Angela Perez,torreschristian,1,Not verified,Verified,"New Josephborough, Rhode Island, Afghanistan",1902.73,Basic
Mitchell James,susan71,0,Verified,Verified,"East Curtisbury, Washington, Colombia",5861.22,Premium
Miranda Banks,samuel19,4,Not verified,Not verified,"New Derekville, Wyoming, Estonia",6047.6,Basic
Matthew Randolph,abentley,5,Verified,Not verified,"New Michael, Nebraska, Saint Martin",2062.69,Standard
Tony Hartman,staceyrush,2,Not verified,Verified,"North Linda, Maryland, Bahrain",3904.65,Advanced
Anthony Garner,jennifer29,3,Verified,Not verified,"North Barbaraville, Illinois, Korea",5402.58,Basic
Karen Day,owensjennifer,0,Verified,Not verified,"East Nicholas, Texas, Benin",4784.34,Advanced
Katherine Moran,qmcdaniel,3,Verified,Verified,"Andrewtown, Washington, Tuvalu",5075.53,Standard
Dale Wilson,ufrey,0,Not verified,Verified,"Port Rhonda, Colorado, Qatar",1794.11,Advanced
Thomas Berger,tara59,4,Not verified,Not verified,"East Ambertown, Oregon, Marshall Islands",2949.08,Premium
Joshua Johnson,ccarter,3,Not verified,Verified,"Port Joshuashire, North Dakota, El Salvador",8962.64,Premium
Shane Ballard,reynoldsandrew,5,Verified,Verified,"Adamsfurt, Oregon, Benin",1714.37,Basic
Sabrina Hanson,bethperry,1,Not verified,Verified,"New Juan, Ohio, Seychelles",1730.05,Advanced
Lori Bartlett,reyesandrea,2,Not verified,Not verified,"East Kaitlynhaven, Massachusetts, Jersey",9058.7,Standard
Jonathan Carney,brendajones,0,Not verified,Not verified,"North Tiffanyborough, Connecticut, Japan",8194.99,Basic
Cassandra Garcia,rebecca55,1,Not verified,Verified,"Scottview, Wisconsin, Croatia",1144.12,Standard
Bailey Johnson,hlarson,2,Not verified,Not verified,"Cruzborough, Mississippi, Montserrat",7571.18,Advanced
Michael Howard,kkim,2,Not verified,Not verified,"New Megan, Texas, Greece",9502.83,Standard
Jonathan Tucker,ulam,3,Verified,Verified,"South Samantha, Washington, Christmas Island",3898.35,Premium
Tina Davis MD,michellelong,3,Verified,Not verified,"North Valerieton, New Hampshire, Turks and Caicos Islands",4206.01,Standard
Courtney Carney,willieterry,2,Not verified,Verified,"Jaredtown, Delaware, Chad",6171.2,Advanced
Jeremy Aguilar,michelle65,3,Not verified,Verified,"South Rebecca, Ohio, Syrian Arab Republic",9040.46,Premium
Heather White,jeremy07,1,Verified,Not verified,"Wangbury, Alabama, Jordan",9395.99,Premium
Jeffery Huang,brian66,5,Verified,Not verified,"Lake Eric, Louisiana, Croatia",1362.2,Advanced
Kaitlin Ashley,davidpruitt,1,Verified,Not verified,"Port Tammie, Nevada, Martinique",4534.61,Advanced
Joyce Logan,frederickfigueroa,4,Verified,Not verified,"West Andrewfort, Florida, Tanzania",3594.05,Advanced
John Rogers,caseypatrick,0,Not verified,Not verified,"Lake Peterview, Louisiana, Sudan",7628.22,Basic
Terry Kaufman,tschneider,1,Verified,Not verified,"Nancymouth, Washington, Lao People's Democratic Republic",9993.4,Basic
Rachel Martin,tony45,2,Verified,Not verified,"North Douglas, Wisconsin, Solomon Islands",6692.86,Basic
Tammy Smith,tinarussell,3,Not verified,Verified,"New Franciscomouth, Illinois, Lebanon",2090.5,Standard
Caleb Williams,joseph15,2,Not verified,Not verified,"Port Danielton, West Virginia, Iraq",8605.13,Basic
Gregory Riley,moorematthew,2,Verified,Not verified,"Heathermouth, Texas, Northern Mariana Islands",1208.3,Advanced
Jacob Thompson,nmedina,3,Not verified,Not verified,"Walkerhaven, Oregon, Iran",5809.28,Standard
Jacob Hunt,kevinbooth,5,Verified,Not verified,"Ashleyfurt, Arkansas, South Georgia and the South Sandwich Islands",5031.59,Standard
Nicholas Walker,marybaker,1,Not verified,Verified,"New Jacob, Iowa, Russian Federation",1635.38,Basic
Robert Page,donald08,3,Verified,Not verified,"Brittneyside, Arkansas, Pitcairn Islands",9724.99,Advanced
Lisa Norris,tracytaylor,3,Not verified,Verified,"Schneiderland, California, Luxembourg",8745.24,Premium
Debbie Shannon,johnsonconnor,0,Verified,Not verified,"West Josephport, Louisiana, Armenia",9823.45,Advanced
Jaclyn Madden,smitherik,1,Verified,Verified,"East Chrisland, Virginia, Argentina",8444.36,Advanced
Amber Collins,hunthunter,3,Not verified,Not verified,"New Laurashire, Maine, Gabon",8951.01,Premium
Mercedes Scott,rachelpadilla,5,Verified,Not verified,"Lamport, Utah, Lebanon",7532.61,Advanced
Jonathon Farmer,tinamiller,5,Not verified,Verified,"East Travisburgh, Iowa, Chile",986.41,Advanced
Deborah Simon,wilsonashley,3,Verified,Not verified,"South Carolinetown, Ohio, Falkland Islands (Malvinas)",7939.83,Basic
Michael Ortiz,patricia92,5,Verified,Verified,"Karihaven, Nebraska, Nauru",4755.62,Advanced
Daniel Trujillo,rachel94,3,Verified,Verified,"Lake Colleenfort, Mississippi, Sudan",7137.67,Standard
John James,nataliebowen,2,Not verified,Not verified,"Port Brianfurt, Connecticut, Brazil",507.99,Standard
Billy Hodges,millerchad,5,Not verified,Not verified,"Amandaborough, Washington, Samoa",2997.89,Premium
Terry Smith,gregorydelgado,1,Verified,Verified,"Micheleview, Utah, Micronesia",6507.49,Premium
Tammy Jensen,mcruz,1,Verified,Verified,"Sabrinaland, Minnesota, Poland",2997.96,Basic
Austin Thompson,benjamincoleman,5,Not verified,Verified,"Stuartbury, Pennsylvania, Egypt",1051.85,Advanced
Ronald Edwards,whitney99,1,Verified,Not verified,"Lake Toddview, Washington, Libyan Arab Jamahiriya",5994.87,Advanced
Julie Anderson,megan60,2,Verified,Not verified,"North Martin, Alabama, Mayotte",2846.23,Standard
William Morrison,mary99,5,Not verified,Not verified,"Port Lisa, Kentucky, Nigeria",8030.75,Standard
Anne Garcia,thomasmitchell,0,Verified,Not verified,"Port Abigailport, Mississippi, Cote d'Ivoire",1920.23,Standard
Cynthia Parker,sean21,3,Not verified,Not verified,"New Peterburgh, South Dakota, Turkey",2129.1,Premium
Miguel Munoz,rogersjohn,5,Not verified,Not verified,"Lake Alexisside, Indiana, Christmas Island",2712.44,Standard
Michele Jones,khenderson,1,Not verified,Not verified,"Port Michael, California, Croatia",4593.44,Basic
Catherine Bullock,kjohnson,2,Verified,Not verified,"Port Raymondfurt, Alaska, Seychelles",1687.4,Basic
Tracie Li,tylerdelacruz,2,Not verified,Not verified,"Martinfort, Arkansas, Nauru",8539.81,Standard
Catherine Singh,georgecindy,0,Verified,Verified,"Thompsonberg, Florida, Hungary",2528.17,Advanced
Mr. Wayne Austin II,tgarza,5,Verified,Not verified,"West Joseph, New York, Guinea",4313.45,Premium
Christopher Mccann DDS,hector30,5,Not verified,Verified,"South Daniellemouth, Arizona, French Polynesia",2246.18,Advanced
Susan Riggs,fowlerangela,5,Not verified,Not verified,"Nicoleton, Missouri, Turkmenistan",199.24,Standard
Curtis Jones,mark85,4,Verified,Not verified,"Douglasfurt, Illinois, Uzbekistan",5708.53,Advanced
Eric Heath,iwong,5,Not verified,Verified,"Espinozaland, Kansas, Libyan Arab Jamahiriya",131.35,Standard
Brenda Fuller,kellyhoward,2,Not verified,Not verified,"West Richardbury, Indiana, Vanuatu",2473.86,Basic
Betty Scott,jonathanallen,0,Not verified,Verified,"Camachoshire, Delaware, American Samoa",8970.15,Premium
Alexis Casey,mejiatina,5,Not verified,Not verified,"Codyhaven, Washington, Kenya",1597.71,Advanced
Robert Reed,smithwilliam,5,Not verified,Verified,"Port Cathyhaven, Connecticut, Zambia",5248.28,Standard
Megan Proctor,freemankatherine,4,Verified,Not verified,"Lake Tiffany, Minnesota, Wallis and Futuna",2921.72,Standard
Mr. Daniel Mendoza II,david99,0,Verified,Not verified,"Sanchezside, Rhode Island, Benin",3146.23,Standard
Laurie Harris,josephsilva,0,Verified,Not verified,"Port Lisastad, New Mexico, Peru",5796.14,Basic
Amber Martin,pamela65,2,Verified,Verified,"Karafort, Georgia, Brazil",1221.24,Advanced
Sara Brennan,mariacooper,5,Verified,Not verified,"West Michaelfort, Illinois, Martinique",9834.19,Standard
Christopher Gonzales,kristopherramirez,1,Verified,Not verified,"Brennanland, Michigan, Anguilla",4056.1,Advanced
Anthony Maldonado,sarahestrada,2,Verified,Verified,"Lake Hollyburgh, North Dakota, San Marino",4877.52,Basic
Robert Flores,judithstewart,4,Verified,Verified,"West Michellechester, Oklahoma, Madagascar",5279.23,Standard
Nathan Miller MD,alexandriaconway,2,Verified,Not verified,"Port Patrick, Pennsylvania, Czech Republic",660.75,Premium
Tiffany Shelton,svillegas,2,Not verified,Not verified,"Jonathanshire, Oklahoma, China",6432.67,Premium
Ms. Jennifer Novak,patrick77,5,Verified,Verified,"Haroldchester, Alaska, Marshall Islands",96.66,Basic
Olivia Garcia,maciasnancy,5,Not verified,Verified,"Victortown, California, Isle of Man",5771.76,Advanced
Brittany Thompson,cgrimes,0,Verified,Verified,"North Steven, New Jersey, Saint Martin",6859.06,Basic
Joshua Salazar,alexandergregory,1,Not verified,Not verified,"West Michaelland, Indiana, Georgia",7894.08,Advanced
Jason Hughes,michael67,5,Verified,Verified,"Lake Johnmouth, Illinois, Falkland Islands (Malvinas)",9332.64,Advanced
Brandon Gomez,urobinson,1,Not verified,Not verified,"East Karihaven, New Hampshire, Guyana",6163.65,Standard
Mark Martinez,megandyer,2,Verified,Verified,"West Davidborough, South Carolina, American Samoa",3532.32,Premium
Brian Walker,kevin43,2,Verified,Not verified,"Lake Teresaport, New Mexico, Antigua and Barbuda",5574.68,Basic
Andrew Payne,veronica08,2,Verified,Verified,"North April, Georgia, Timor-Leste",1352.2,Basic
Allison Franklin,william84,3,Verified,Verified,"Michaelmouth, Nebraska, Bangladesh",6737.63,Basic
Lindsey Matthews,julie94,3,Not verified,Not verified,"Lake William, Maine, Niue",2869.2,Advanced
Parker Arroyo,susan26,2,Verified,Verified,"Parsonsmouth, Utah, Grenada",7523.53,Advanced
Cathy Robles,reedbrendan,0,Verified,Not verified,"Andersonbury, Massachusetts, United States Minor Outlying Islands",7041.6,Basic
Kevin Love,ehodge,5,Verified,Verified,"West Becky, South Dakota, Maldives",2693,Basic
Julie Long,robert36,1,Verified,Not verified,"North Jaimeview, Michigan, Tunisia",951.91,Premium
Warren Lee,travis41,4,Verified,Verified,"Ethanberg, New Hampshire, Chad",5610.65,Basic
Gary Marquez,mary48,2,Verified,Not verified,"South Brandonfort, Florida, Jordan",4642.86,Premium
